ensembl_gene_id,external_gene_name,mgi_symbol,mgi_description,chromosome_name,start_position,end_position,TSS_diff,cluster_3Mb_bychr,OR_class
ENSMUSG00000075195,Olfr1048,Olfr1048,olfactory receptor 1048,2,86233951,86240289,7384,02-2,class2
ENSMUSG00000075194,Olfr1049,Olfr1049,olfactory receptor 1049,2,86254357,86258328,20406,02-2,class2
ENSMUSG00000075193,Olfr1051,Olfr1051,olfactory receptor 1051,2,86273814,86279088,19457,02-2,class2
ENSMUSG00000047149,Olfr1052,Olfr1052,olfactory receptor 1052,2,86292455,86299233,18641,02-2,class2
ENSMUSG00000075192,Olfr1053,Olfr1053,olfactory receptor 1053,2,86314343,86315284,21888,02-2,class2
ENSMUSG00000075190,Olfr1054,Olfr1054,olfactory receptor 1054,2,86332135,86335433,17792,02-2,class2
ENSMUSG00000075189,Olfr1055,Olfr1055,olfactory receptor 1055,2,86346624,86350284,14489,02-2,class2
ENSMUSG00000075188,Olfr1056,Olfr1056,olfactory receptor 1056,2,86354398,86362469,7774,02-2,class2
ENSMUSG00000075187,Olfr1057,Olfr1057,olfactory receptor 1057,2,86372561,86378393,18163,02-2,class2
ENSMUSG00000075186,Olfr1058,Olfr1058,olfactory receptor 1058,2,86384760,86388561,12199,02-2,class2
ENSMUSG00000075185,Olfr1061,Olfr1061,olfactory receptor 1061,2,86413109,86414050,28349,02-2,class2
ENSMUSG00000090059,Olfr1062,Olfr1062,olfactory receptor 1062,2,86420399,86426749,7290,02-2,class2
ENSMUSG00000111306,Olfr1065,Olfr1065,olfactory receptor 1065,2,86443958,86450591,23559,02-2,class2
ENSMUSG00000075181,Olfr1066,Olfr1066,olfactory receptor 1066,2,86455328,86456269,11370,02-2,class2
ENSMUSG00000111772,Olfr228,Olfr228,,2,86481921,86487386,26593,02-2,class2
ENSMUSG00000060742,Olfr1076,Olfr1076,olfactory receptor 1076,2,86508461,86509402,26540,02-2,class2
ENSMUSG00000075179,Olfr1079,Olfr1079,olfactory receptor 1079,2,86536949,86542480,28488,02-2,class2
ENSMUSG00000110912,Olfr1080,Olfr1080,olfactory receptor 1080,2,86552675,86558235,15726,02-2,class2
ENSMUSG00000111689,Olfr1082,Olfr1082,olfactory receptor 1082,2,86593412,86598966,40737,02-2,class2
ENSMUSG00000110804,Olfr1084,Olfr1084,olfactory receptor 1084,2,86638765,86639725,45353,02-2,class2
ENSMUSG00000075176,Olfr1085,Olfr1085,olfactory receptor 1085,2,86653665,86662019,14900,02-2,class2
ENSMUSG00000075175,Olfr1086,Olfr1086,olfactory receptor 1086,2,86676218,86680092,22553,02-2,class2
ENSMUSG00000075174,Olfr1087,Olfr1087,olfactory receptor 1087,2,86687235,86698395,11017,02-2,class2
ENSMUSG00000111711,Olfr1089,Olfr1089,olfactory receptor 1089,2,86732584,86733701,45349,02-2,class2
ENSMUSG00000075172,Olfr1090,Olfr1090,olfactory receptor 1090,2,86752724,86758993,20140,02-2,class2
ENSMUSG00000047969,Olfr1093,Olfr1093,olfactory receptor 1093,2,86782479,86787616,29755,02-2,class2
ENSMUSG00000078420,Olfr141,Olfr141,olfactory receptor 141,2,86804134,86810018,21655,02-2,class2
ENSMUSG00000044213,Olfr1094,Olfr1094,olfactory receptor 1094,2,86824663,86830282,20529,02-2,class2
ENSMUSG00000075171,Olfr1095,Olfr1095,olfactory receptor 1095,2,86850770,86851696,26107,02-2,class2
ENSMUSG00000086338,Gm13723,Gm13723,predicted gene 13723,2,86869011,86874802,18241,02-2,class2
ENSMUSG00000075170,Olfr1097,Olfr1097,olfactory receptor 1097,2,86886773,86892216,17762,02-2,class2
ENSMUSG00000075169,Olfr1098,Olfr1098,olfactory receptor 1098,2,86920949,86924545,34176,02-2,class2
ENSMUSG00000075168,Olfr1099,Olfr1099,olfactory receptor 1099,2,86955126,86960693,34177,02-2,class2
ENSMUSG00000070875,Olfr1100,Olfr1100,olfactory receptor 1100,2,86976029,86979954,20903,02-2,class2
ENSMUSG00000075167,Olfr1101,Olfr1101,olfactory receptor 1101,2,86986291,86991221,10262,02-2,class2
ENSMUSG00000049843,Olfr1102,Olfr1102,olfactory receptor 1102,2,86998398,87003618,12107,02-2,class2
ENSMUSG00000075166,Olfr1104,Olfr1104,olfactory receptor 1104,2,87020703,87027080,22305,02-2,class2
ENSMUSG00000075165,Olfr1105,Olfr1105,olfactory receptor 1105,2,87031260,87036531,10557,02-2,class2
ENSMUSG00000075164,Olfr1106,Olfr1106,olfactory receptor 1106,2,87046811,87052273,15551,02-2,class2
ENSMUSG00000075163,Olfr1107,Olfr1107,olfactory receptor 1107,2,87068671,87075817,21860,02-2,class2
ENSMUSG00000075161,Olfr1109,Olfr1109,olfactory receptor 1109,2,87091195,87096008,22524,02-2,class2
ENSMUSG00000075160,Olfr259,Olfr259,olfactory receptor 259,2,87104578,87114567,13383,02-2,class2
ENSMUSG00000075159,Olfr1110,Olfr1110,olfactory receptor 1110,2,87133673,87140300,29095,02-2,class2
ENSMUSG00000075158,Olfr1111,Olfr1111,olfactory receptor 1111,2,87149181,87152624,15508,02-2,class2
ENSMUSG00000044487,Olfr1112,Olfr1112,olfactory receptor 1112,2,87187798,87192767,38617,02-2,class2
ENSMUSG00000070857,Olfr1113,Olfr1113,olfactory receptor 1113,2,87208970,87214650,21172,02-2,class2
ENSMUSG00000070856,Olfr1115,Olfr1115,olfactory receptor 1115,2,87248013,87253868,39043,02-2,class2
ENSMUSG00000070855,Olfr1116,Olfr1116,olfactory receptor 1116,2,87267534,87278262,19521,02-2,class2
ENSMUSG00000083706,Olfr1118,Olfr1118,olfactory receptor 1118,2,87307581,87313621,40047,02-2,class2
ENSMUSG00000081234,Olfr1120,Olfr1120,olfactory receptor 1120,2,87354815,87361786,47234,02-2,class2
ENSMUSG00000070852,Olfr1121,Olfr1121,olfactory receptor 1121,2,87369895,87373469,15080,02-2,class2
ENSMUSG00000047594,Olfr1122,Olfr1122,olfactory receptor 1122,2,87385849,87391930,15954,02-2,class2
ENSMUSG00000043274,Olfr1123,Olfr1123,olfactory receptor 1123,2,87416635,87423211,30786,02-2,class2
ENSMUSG00000050772,Olfr1124,Olfr1124,olfactory receptor 1124,2,87430275,87436623,13640,02-2,class2
ENSMUSG00000058194,Olfr1126,Olfr1126,olfactory receptor 1126,2,87453962,87458911,23687,02-2,class2
ENSMUSG00000061520,Olfr153,Olfr153,olfactory receptor 153,2,87531796,87533053,77834,02-2,class2
ENSMUSG00000075156,Olfr1128,Olfr1128,olfactory receptor 1128,2,87544607,87545542,12811,02-2,class2
ENSMUSG00000062272,Olfr1129,Olfr1129,olfactory receptor 1129,2,87573902,87577259,29295,02-2,class2
ENSMUSG00000059205,Olfr1130,Olfr1130,olfactory receptor 1130,2,87606212,87609852,32310,02-2,class2
ENSMUSG00000068819,Olfr1131,Olfr1131,olfactory receptor 1131,2,87627104,87630203,20892,02-2,class2
ENSMUSG00000068818,Olfr1132,Olfr1132,olfactory receptor 1132,2,87632583,87637535,5479,02-2,class2
ENSMUSG00000075155,Olfr1133,Olfr1133,olfactory receptor 1133,2,87645180,87647374,12597,02-2,class2
ENSMUSG00000111747,Olfr1134,Olfr1134,,2,87655673,87658460,10493,02-2,class2
ENSMUSG00000075153,Olfr1135,Olfr1135,olfactory receptor 1135,2,87669835,87673664,14162,02-2,class2
ENSMUSG00000075151,Olfr1136,Olfr1136,olfactory receptor 1136,2,87692881,87693947,23046,02-2,class2
ENSMUSG00000075150,Olfr1137,Olfr1137,olfactory receptor 1137,2,87708873,87713179,15992,02-2,class2
ENSMUSG00000075149,Olfr1138,Olfr1138,olfactory receptor 1138,2,87736747,87739978,27874,02-2,class2
ENSMUSG00000068817,Olfr1140,Olfr1140,olfactory receptor 1140,2,87743752,87747581,7005,02-2,class2
ENSMUSG00000075148,Olfr1141,Olfr1141,olfactory receptor 1141,2,87753056,87753991,9304,02-2,class2
ENSMUSG00000068816,Olfr152,Olfr152,olfactory receptor 152,2,87779483,87784572,26427,02-2,class2
ENSMUSG00000068815,Olfr1143,Olfr1143,olfactory receptor 1143,2,87800592,87804274,21109,02-2,class2
ENSMUSG00000068814,Olfr1145,Olfr1145,olfactory receptor 1145,2,87809822,87810799,9230,02-2,class2
ENSMUSG00000061875,Olfr1148,Olfr1148,olfactory receptor 1148,2,87830533,87835803,20711,02-2,class2
ENSMUSG00000070853,Olfr1150-ps1,Olfr1150-ps1,"olfactory receptor 1150, pseudogene 1",2,87843993,87849541,13460,02-2,class2
ENSMUSG00000047039,Olfr1151,Olfr1151,olfactory receptor 1151,2,87855862,87859923,11869,02-2,class2
ENSMUSG00000045225,Olfr1152,Olfr1152,olfactory receptor 1152,2,87866492,87874156,10630,02-2,class2
ENSMUSG00000048197,Olfr1153,Olfr1153,olfactory receptor 1153,2,87894962,87898310,28470,02-2,class2
ENSMUSG00000075146,Olfr1154,Olfr1154,olfactory receptor 1154,2,87901256,87905166,6294,02-2,class2
ENSMUSG00000075145,Olfr1155,Olfr1155,olfactory receptor 1155,2,87941645,87945137,40389,02-2,class2
ENSMUSG00000075144,Olfr1156,Olfr1156,olfactory receptor 1156,2,87947053,87953100,5408,02-2,class2
ENSMUSG00000075143,Olfr1157,Olfr1157,olfactory receptor 1157,2,87958485,87968299,11432,02-2,class2
ENSMUSG00000075142,Olfr74,Olfr74,olfactory receptor 74,2,87973707,87974663,15222,02-2,class2
ENSMUSG00000062793,Olfr1158,Olfr1158,olfactory receptor 1158,2,87990113,87991054,16406,02-2,class2
ENSMUSG00000075141,Olfr1160,Olfr1160,olfactory receptor 1160,2,88000927,88008268,10814,02-2,class2
ENSMUSG00000045150,Olfr1161,Olfr1161,olfactory receptor 1161,2,88022774,88028252,21847,02-2,class2
ENSMUSG00000075140,Olfr73,Olfr73,olfactory receptor 73,2,88032288,88037699,9514,02-2,class2
ENSMUSG00000075139,Olfr1162,Olfr1162,olfactory receptor 1162,2,88045920,88051129,13632,02-2,class2
ENSMUSG00000075137,Olfr1163,Olfr1163,olfactory receptor 1163,2,88069817,88071830,23897,02-2,class2
ENSMUSG00000075136,Olfr1164,Olfr1164,olfactory receptor 1164,2,88092855,88093966,23038,02-2,class2
ENSMUSG00000101078,Olfr1166,Olfr1166,olfactory receptor 1166,2,88123360,88128272,30505,02-2,class2
ENSMUSG00000100899,Olfr1167,Olfr1167,olfactory receptor 1167,2,88146150,88155193,22790,02-2,class2
ENSMUSG00000061342,Olfr1168,Olfr1168,olfactory receptor 1168,2,88181880,88186919,35730,02-2,class2
ENSMUSG00000075133,Olfr1170,Olfr1170,olfactory receptor 1170,2,88222098,88228334,40218,02-2,class2
ENSMUSG00000075132,Olfr1173,Olfr1173,olfactory receptor 1173,2,88273040,88279875,50942,02-2,class2
ENSMUSG00000080713,Olfr1174-ps,Olfr1174-ps,"olfactory receptor 1174, pseudogene",2,88310284,88315135,37244,02-2,class2
ENSMUSG00000083855,Olfr1175-ps,Olfr1175-ps,"olfactory receptor 1175, pseudogene",2,88318194,88327215,7910,02-2,class2
ENSMUSG00000050023,Olfr1176,Olfr1176,olfactory receptor 1176,2,88336721,88342048,18527,02-2,class2
ENSMUSG00000075128,Olfr1177-ps,Olfr1177-ps,"olfactory receptor 1177, pseudogene",2,88342132,88346492,5411,02-2,class2
ENSMUSG00000056995,Olfr1178,Olfr1178,olfactory receptor 1178,2,88387062,88400799,44930,02-2,class2
ENSMUSG00000075127,Olfr1179,Olfr1179,olfactory receptor 1179,2,88401859,88406453,14797,02-2,class2
ENSMUSG00000081836,Olfr1180,Olfr1180,olfactory receptor 1180,2,88410649,88419151,8790,02-2,class2
ENSMUSG00000075125,Olfr1181,Olfr1181,olfactory receptor 1181,2,88420321,88426171,9672,02-2,class2
ENSMUSG00000090097,Gm13757,Gm13757,predicted gene 13757,2,88442814,88449131,22493,02-2,class2
ENSMUSG00000049372,Olfr1183,Olfr1183,olfactory receptor 1183,2,88454867,88469199,12053,02-2,class2
ENSMUSG00000051424,Olfr1184,Olfr1184,olfactory receptor 1184,2,88483598,88489284,28731,02-2,class2
ENSMUSG00000057735,Olfr1185-ps1,Olfr1185-ps1,"olfactory receptor 1185, pseudogene 1",2,88493320,88502049,9722,02-2,class2
ENSMUSG00000082882,Olfr1186,Olfr1186,olfactory receptor 1186,2,88518551,88526790,25231,02-2,class2
ENSMUSG00000068809,Olfr1188,Olfr1188,olfactory receptor 1188,2,88556935,88560815,38384,02-2,class2
ENSMUSG00000068808,Olfr1189,Olfr1189,olfactory receptor 1189,2,88586454,88592762,29519,02-2,class2
ENSMUSG00000081948,Olfr1191-ps1,Olfr1191-ps1,"olfactory receptor 1191, pseudogene 1",2,88640542,88648438,54088,02-2,class2
ENSMUSG00000111590,Olfr1192-ps1,Olfr1192-ps1,"olfactory receptor 1192, pseudogene 1",2,88648509,88659772,7967,02-2,class2
ENSMUSG00000060827,Olfr1193,Olfr1193,olfactory receptor 1193,2,88675628,88681143,27119,02-2,class2
ENSMUSG00000075121,Olfr1195,Olfr1195,olfactory receptor 1195,2,88681455,88689187,5827,02-2,class2
ENSMUSG00000075120,Olfr1196,Olfr1196,olfactory receptor 1196,2,88697303,88704597,15848,02-2,class2
ENSMUSG00000075119,Olfr1197,Olfr1197,olfactory receptor 1197,2,88726903,88732366,29600,02-2,class2
ENSMUSG00000075117,Olfr1198,Olfr1198,olfactory receptor 1198,2,88743970,88751370,17067,02-2,class2
ENSMUSG00000089892,Olfr1199,Olfr1199,olfactory receptor 1199,2,88754195,88760469,10225,02-2,class2
ENSMUSG00000075115,Olfr1200,Olfr1200,olfactory receptor 1200,2,88763511,88770488,9316,02-2,class2
ENSMUSG00000059023,Olfr1201,Olfr1201,olfactory receptor 1201,2,88793036,88796827,29525,02-2,class2
ENSMUSG00000064084,Olfr1202,Olfr1202,olfactory receptor 1202,2,88814496,88820711,21460,02-2,class2
ENSMUSG00000057447,Olfr1205,Olfr1205,olfactory receptor 1205,2,88829737,88837104,15241,02-2,class2
ENSMUSG00000061798,Olfr1204,Olfr1204,olfactory receptor 1204,2,88849292,88857920,19555,02-2,class2
ENSMUSG00000062757,Olfr1206,Olfr1206,olfactory receptor 1206,2,88863231,88867753,13939,02-2,class2
ENSMUSG00000075114,Olfr1208,Olfr1208,olfactory receptor 1208,2,88895575,88902311,32344,02-2,class2
ENSMUSG00000075113,Olfr1209,Olfr1209,olfactory receptor 1209,2,88904942,88915157,9367,02-2,class2
ENSMUSG00000075112,Olfr1211,Olfr1211,olfactory receptor 1211,2,88926876,88938111,21934,02-2,class2
ENSMUSG00000048226,Olfr1212,Olfr1212,olfactory receptor 1212,2,88953969,88961313,27093,02-2,class2
ENSMUSG00000075111,Gm13762,Gm13762,predicted gene 13762,2,88972055,88980281,18086,02-2,class2
ENSMUSG00000075110,Olfr1214,Olfr1214,olfactory receptor 1214,2,88986479,88992653,14424,02-2,class2
ENSMUSG00000100016,Olfr1215,Olfr1215,olfactory receptor 1215,2,89000021,89006973,13542,02-2,class2
ENSMUSG00000075107,Olfr1216,Olfr1216,olfactory receptor 1216,2,89007563,89018340,7542,02-2,class2
ENSMUSG00000101391,Olfr1217,Olfr1217,olfactory receptor 1217,2,89021336,89032065,13773,02-2,class2
ENSMUSG00000075105,Olfr1218,Olfr1218,olfactory receptor 1218,2,89052296,89061187,30960,02-2,class2
ENSMUSG00000075104,Olfr1219,Olfr1219,olfactory receptor 1219,2,89072241,89083513,19945,02-2,class2
ENSMUSG00000101480,Olfr1220,Olfr1220,olfactory receptor 1220,2,89094188,89106835,21947,02-2,class2
ENSMUSG00000075102,Olfr1221,Olfr1221,olfactory receptor 1221,2,89109086,89117283,14898,02-2,class2
ENSMUSG00000075101,Olfr1222,Olfr1222,olfactory receptor 1222,2,89122885,89133054,13799,02-2,class2
ENSMUSG00000075100,Olfr1223,Olfr1223,olfactory receptor 1223,2,89143508,89151560,20623,02-2,class2
ENSMUSG00000075099,Olfr1224-ps1,Olfr1224-ps1,"olfactory receptor 1224, pseudogene 1",2,89155336,89164091,11828,02-2,class2
ENSMUSG00000101918,Olfr1225,Olfr1225,olfactory receptor 1225,2,89168380,89174669,13044,02-2,class2
ENSMUSG00000075097,Olfr1226,Olfr1226,olfactory receptor 1226,2,89188839,89200048,20459,02-2,class2
ENSMUSG00000099486,Olfr1228,Olfr1228,olfactory receptor 1228,2,89247964,89254062,59125,02-2,class2
ENSMUSG00000075095,Olfr1229,Olfr1229,olfactory receptor 1229,2,89280476,89288014,32512,02-2,class2
ENSMUSG00000075094,Olfr1230,Olfr1230,olfactory receptor 1230,2,89296351,89297268,15875,02-2,class2
ENSMUSG00000075093,Olfr1231,Olfr1231,olfactory receptor 1231,2,89299786,89307074,3435,02-2,class2
ENSMUSG00000075092,Olfr1232,Olfr1232,olfactory receptor 1232,2,89324989,89329675,25203,02-2,class2
ENSMUSG00000075091,Olfr1233,Olfr1233,olfactory receptor 1233,2,89333208,89342398,8219,02-2,class2
ENSMUSG00000075090,Olfr1234,Olfr1234,olfactory receptor 1234,2,89360013,89364865,26805,02-2,class2
ENSMUSG00000111517,Olfr1238,Olfr1238,olfactory receptor 1238,2,89401991,89409676,41978,02-2,class2
ENSMUSG00000075088,Olfr1239,Olfr1239,olfactory receptor 1239,2,89417030,89420407,15039,02-2,class2
ENSMUSG00000111174,Olfr1240,Olfr1240,olfactory receptor 1240,2,89436296,89443000,19266,02-2,class2
ENSMUSG00000075086,Olfr1241,Olfr1241,olfactory receptor 1241,2,89481314,89487126,45018,02-2,class2
ENSMUSG00000075085,Olfr1242,Olfr1242,olfactory receptor 1242,2,89492380,89498335,11066,02-2,class2
ENSMUSG00000075084,Olfr1243,Olfr1243,olfactory receptor 1243,2,89525889,89531487,33509,02-2,class2
ENSMUSG00000111456,Olfr1245,Olfr1245,olfactory receptor 1245,2,89573406,89578447,47517,02-2,class2
ENSMUSG00000111715,Olfr1246,Olfr1246,olfactory receptor 1246,2,89586141,89593157,12735,02-2,class2
ENSMUSG00000075081,Olfr1247,Olfr1247,olfactory receptor 1247,2,89604959,89614130,18818,02-2,class2
ENSMUSG00000111239,Olfr1248,Olfr1248,olfactory receptor 1248,2,89617168,89618245,12209,02-2,class2
ENSMUSG00000075079,Olfr1249,Olfr1249,olfactory receptor 1249,2,89628902,89634983,11734,02-2,class2
ENSMUSG00000075078,Olfr1250,Olfr1250,olfactory receptor 1250,2,89653773,89661467,24871,02-2,class2
ENSMUSG00000111567,Olfr1251,Olfr1251,olfactory receptor 1251,2,89665870,89671936,12097,02-2,class2
ENSMUSG00000110819,Olfr1252,Olfr1252,olfactory receptor 1252,2,89719575,89725012,53705,02-2,class2
ENSMUSG00000075075,Olfr1253,Olfr1253,olfactory receptor 1253,2,89749467,89757090,29892,02-2,class2
ENSMUSG00000075074,Olfr1254,Olfr1254,olfactory receptor 1254,2,89787325,89793619,37858,02-2,class2
ENSMUSG00000045148,Olfr1255,Olfr1255,olfactory receptor 1255,2,89812051,89817860,24726,02-2,class2
ENSMUSG00000075073,Olfr1256,Olfr1256,olfactory receptor 1256,2,89825311,89841555,13260,02-2,class2
ENSMUSG00000075072,Olfr48,Olfr48,olfactory receptor 48,2,89841793,89848205,16482,02-2,class2
ENSMUSG00000049057,Olfr1257,Olfr1257,olfactory receptor 1257,2,89878437,89883026,36644,02-2,class2
ENSMUSG00000049149,Olfr1258,Olfr1258,olfactory receptor 1258,2,89927309,89936334,48872,02-2,class2
ENSMUSG00000068806,Olfr1259,Olfr1259,olfactory receptor 1259,2,89940532,89948664,13223,02-2,class2
ENSMUSG00000042894,Olfr1260,Olfr1260,olfactory receptor 1260,2,89974340,89981586,33808,02-2,class2
ENSMUSG00000061295,Olfr1261,Olfr1261,olfactory receptor 1261,2,89991221,89996189,16881,02-2,class2
ENSMUSG00000051313,Olfr1262,Olfr1262,olfactory receptor 1262,2,90000145,90008291,8924,02-2,class2
ENSMUSG00000059112,Olfr1263,Olfr1263,olfactory receptor 1263,2,90012131,90018424,11986,02-2,class2
ENSMUSG00000075069,Olfr1264,Olfr1264,olfactory receptor 1264,2,90018526,90025577,6395,02-2,class2
ENSMUSG00000059910,Olfr1265,Olfr1265,olfactory receptor 1265,2,90035337,90042214,16811,02-2,class2
ENSMUSG00000075068,Olfr140,Olfr140,olfactory receptor 140,2,90049380,90063594,14043,02-2,class2
ENSMUSG00000084336,Olfr1269,Olfr1269,olfactory receptor 1269,2,90116187,90121412,66807,02-2,class2
ENSMUSG00000075066,Olfr32,Olfr32,olfactory receptor 32,2,90136273,90142296,20086,02-2,class2
ENSMUSG00000075065,Olfr1270,Olfr1270,olfactory receptor 1270,2,90145255,90153091,8982,02-2,class2
ENSMUSG00000075064,Olfr1506,Olfr1506,olfactory receptor 1506,2,90220178,90224493,74923,02-2,class2
ENSMUSG00000075063,Olfr142,Olfr142,olfactory receptor 142,2,90250130,90257592,29952,02-2,class2
ENSMUSG00000075062,Olfr1271,Olfr1271,olfactory receptor 1271,2,90260546,90271032,10416,02-2,class2
ENSMUSG00000075061,Olfr1272,Olfr1272,olfactory receptor 1272,2,90280263,90292841,19717,02-2,class2
ENSMUSG00000089859,Gm13769,Gm13769,predicted gene 13769,2,90322200,90326360,41937,02-2,class2
ENSMUSG00000082980,Olfr1274-ps,Olfr1274-ps,"olfactory receptor 1274, pseudogene",2,90398683,90403897,76483,02-2,class2
ENSMUSG00000074966,Olfr1275,Olfr1275,olfactory receptor 1275,2,111230360,111235286,20831677,02-3,class2
ENSMUSG00000063844,Olfr1276,Olfr1276,olfactory receptor 1276,2,111254516,111262026,24156,02-3,class2
ENSMUSG00000074965,Olfr1277,Olfr1277,olfactory receptor 1277,2,111264946,111274106,10430,02-3,class2
ENSMUSG00000068647,Olfr1278,Olfr1278,olfactory receptor 1278,2,111290136,111298886,25190,02-3,class2
ENSMUSG00000109813,Olfr1279,Olfr1279,olfactory receptor 1279,2,111300635,111309043,10499,02-3,class2
ENSMUSG00000109449,Olfr1280,Olfr1280,olfactory receptor 1280,2,111314017,111326003,13382,02-3,class2
ENSMUSG00000095156,Olfr1281,Olfr1281,olfactory receptor 1281,2,111326520,111332852,12503,02-3,class2
ENSMUSG00000096554,Olfr1282,Olfr1282,olfactory receptor 1282,2,111335159,111336076,8639,02-3,class2
ENSMUSG00000109322,Olfr1283,Olfr1283,olfactory receptor 1283,2,111366790,111370063,31631,02-3,class2
ENSMUSG00000108931,Olfr1284,Olfr1284,olfactory receptor 1284,2,111375522,111380613,8732,02-3,class2
ENSMUSG00000096703,Olfr1286,Olfr1286,olfactory receptor 1286,2,111417842,111423115,42320,02-3,class2
ENSMUSG00000095586,Olfr1287,Olfr1287,olfactory receptor 1287,2,111449142,111450059,31300,02-3,class2
ENSMUSG00000044039,Olfr1288,Olfr1288,olfactory receptor 1288,2,111474101,111479994,24959,02-3,class2
ENSMUSG00000061195,Olfr1289,Olfr1289,olfactory receptor 1289,2,111480819,111484615,6718,02-3,class2
ENSMUSG00000095809,Olfr1290,Olfr1290,olfactory receptor 1290,2,111487528,111493829,6709,02-3,class2
ENSMUSG00000108891,Olfr1291-ps1,Olfr1291-ps1,"olfactory receptor 1291, pseudogene 1",2,111497180,111504553,9652,02-3,class2
ENSMUSG00000108908,Olfr1293-ps,Olfr1293-ps,"olfactory receptor 1293, pseudogene",2,111525203,111533279,28023,02-3,class2
ENSMUSG00000109547,Olfr1294,Olfr1294,olfactory receptor 1294,2,111536530,111540291,11327,02-3,class2
ENSMUSG00000108919,Olfr1295,Olfr1295,olfactory receptor 1295,2,111561423,111569681,24893,02-3,class2
ENSMUSG00000094858,Olfr1297,Olfr1297,olfactory receptor 1297,2,111615233,111626497,53810,02-3,class2
ENSMUSG00000109487,Olfr1298,Olfr1298,olfactory receptor 1298,2,111644498,111649201,29265,02-3,class2
ENSMUSG00000109219,Olfr1299,Olfr1299,olfactory receptor 1299,2,111661419,111665814,16921,02-3,class2
ENSMUSG00000057149,Olfr1301,Olfr1301,olfactory receptor 1301,2,111751006,111758852,89587,02-3,class2
ENSMUSG00000044560,Olfr1302,Olfr1302,olfactory receptor 1302,2,111777429,111782700,26423,02-3,class2
ENSMUSG00000093804,Olfr1303,Olfr1303,olfactory receptor 1303,2,111812247,111820340,34818,02-3,class2
ENSMUSG00000074955,Olfr1305,Olfr1305,olfactory receptor 1305,2,111867657,111877149,55410,02-3,class2
ENSMUSG00000096566,Olfr1306,Olfr1306,olfactory receptor 1306,2,111911264,111916271,43607,02-3,class2
ENSMUSG00000094747,Olfr1307,Olfr1307,olfactory receptor 1307,2,111930116,111949440,18852,02-3,class2
ENSMUSG00000074952,Olfr1308,Olfr1308,olfactory receptor 1308,2,111959285,111964944,29169,02-3,class2
ENSMUSG00000109528,Olfr1309,Olfr1309,olfactory receptor 1309,2,111979857,111990281,20572,02-3,class2
ENSMUSG00000108827,Olfr1310,Olfr1310,olfactory receptor 1310,2,112004574,112012708,24717,02-3,class2
ENSMUSG00000109403,Olfr1311,Olfr1311,olfactory receptor 1311,2,112019656,112024412,15082,02-3,class2
ENSMUSG00000074947,Olfr1312,Olfr1312,olfactory receptor 1312,2,112038068,112050238,18412,02-3,class2
ENSMUSG00000074946,Olfr1313,Olfr1313,olfactory receptor 1313,2,112070088,112077843,32020,02-3,class2
ENSMUSG00000074945,Olfr1314,Olfr1314,olfactory receptor 1314,2,112089786,112096781,19698,02-3,class2
ENSMUSG00000109033,Olfr1315-ps1,Olfr1315-ps1,"olfactory receptor 1315, pseudogene 1",2,112110057,112115440,20271,02-3,class2
ENSMUSG00000109801,Olfr1316,Olfr1316,olfactory receptor 1316,2,112126996,112134977,16939,02-3,class2
ENSMUSG00000050776,Olfr1317,Olfr1317,olfactory receptor 1317,2,112140329,112144054,13333,02-3,class2
ENSMUSG00000049758,Olfr1318,Olfr1318,olfactory receptor 1318,2,112154198,112159157,13869,02-3,class2
ENSMUSG00000051392,Olfr1402,Olfr1402,olfactory receptor 1402,3,97407450,97422020,0,03-1,class2
ENSMUSG00000043529,Olfr266,Olfr266,olfactory receptor 266,3,106820485,106826287,9413035,03-2,class2
ENSMUSG00000050215,Olfr70,Olfr70,olfactory receptor 70,4,43694784,43700807,0,04-1,class2
ENSMUSG00000046450,Olfr71,Olfr71,olfactory receptor 71,4,43704562,43710255,9778,04-1,class2
ENSMUSG00000044801,Olfr159,Olfr159,olfactory receptor 159,4,43770050,43771009,65488,04-1,class2
ENSMUSG00000110970,Olfr156,Olfr156,olfactory receptor 156,4,43820132,43823895,50082,04-1,class2
ENSMUSG00000111611,Olfr157,Olfr157,olfactory receptor 157,4,43830542,43840201,10410,04-1,class2
ENSMUSG00000071000,Olfr155,Olfr155,olfactory receptor 155,4,43851565,43857595,21023,04-1,class2
ENSMUSG00000089717,Olfr275,Olfr275,olfactory receptor 275,4,52814604,52828269,8963039,04-2,class2
ENSMUSG00000049648,Olfr273,Olfr273,olfactory receptor 273,4,52852154,52859236,37550,04-2,class2
ENSMUSG00000051593,Olfr272,Olfr272,olfactory receptor 272,4,52910207,52919178,58053,04-2,class2
ENSMUSG00000082216,Olfr271-ps1,Olfr271-ps1,"olfactory receptor 271, pseudogene 1",4,52935430,52936381,25223,04-2,class2
ENSMUSG00000070983,Olfr270,Olfr270,olfactory receptor 270,4,52964547,52972474,29117,04-2,class2
ENSMUSG00000043385,Olfr267,Olfr267,olfactory receptor 267,4,58782704,58787716,5818157,04-3,class2
ENSMUSG00000043698,Olfr62,Olfr62,olfactory receptor 62,4,118658952,118668042,59876248,04-4,class2
ENSMUSG00000043383,Olfr1342,Olfr1342,olfactory receptor 1342,4,118687486,118692756,28534,04-4,class2
ENSMUSG00000046790,Olfr1341,Olfr1341,olfactory receptor 1341,4,118703523,118713438,16037,04-4,class2
